task_id,country,evaluator_id,hire_date,task_date,task_type,accuracy,duration_sec,payment_usd
8420,US,1166,2024-10-19,2025-04-14,Image Labelling,0.98,653,2.33
8421,IT,1118,2025-03-18,2025-04-21,Image Labelling,0.933,150,0.5
8422,UK,1108,2025-01-30,2025-03-23,Business Search,0.965,1564,7.95
8423,UK,1197,2024-10-20,2025-03-18,Receipt Transcription,0.949,134,0.46
8424,US,1007,2025-01-30,2025-04-04,Image Labelling,0.964,84,0.26
8425,US,1042,2024-12-12,2025-04-07,Image Labelling,0.94,554,2.64
8426,UK,1137,2024-11-02,2025-02-15,Receipt Transcription,0.945,441,1.49
8427,US,1040,2024-11-08,2025-03-11,Image Labelling,0.902,151,0.63
8428,ZA,1131,2024-10-11,2025-03-08,Image Labelling,0.909,227,0.75
8429,UK,1131,2025-02-27,2025-04-21,Receipt Transcription,0.901,933,4.0
8430,US,1023,2024-09-02,2025-02-06,Image Labelling,0.965,361,1.06
8431,US,1020,2024-10-28,2025-04-21,Image Labelling,0.937,617,2.09
8432,IT,1137,2024-11-18,2025-03-19,Receipt Transcription,0.965,311,1.49
8433,US,1045,2024-11-12,2025-02-21,Image Labelling,0.906,736,2.12
8434,BR,1197,2024-10-20,2025-04-15,Image Labelling,0.953,152,0.65
8435,ZA,1120,2025-01-15,2025-01-31,Image Labelling,0.997,225,0.93
8436,UK,1043,2024-12-17,2025-02-24,Image Labelling,0.961,158,0.8
8437,DE,1099,2025-02-21,2025-04-04,Image Labelling,0.95,257,1.04
8438,US,1032,2025-03-28,2025-04-11,Image Labelling,1.0,265,0.85
8439,IN,1093,2024-09-09,2025-02-11,Receipt Transcription,0.965,1182,3.57
8440,DE,1035,2025-02-19,2025-04-21,Image Labelling,0.943,565,1.92
8441,UK,1152,2025-01-07,2025-01-31,Image Labelling,0.979,194,0.59
8442,UK,1012,2024-12-29,2025-03-07,Image Labelling,0.999,169,0.48
8443,IN,1166,2024-11-28,2025-02-04,Receipt Transcription,0.952,317,1.32
8444,DE,1165,2025-01-13,2025-02-04,Receipt Transcription,0.946,400,1.67
8445,US,1157,2025-01-14,2025-04-19,Image Labelling,0.941,267,1.32
8446,IN,1013,2025-03-31,2025-04-18,Business Search,0.944,454,1.66
8447,IT,1049,2025-02-15,2025-03-23,Image Labelling,0.913,230,1.02
8448,BR,1067,2024-12-14,2025-04-23,Image Labelling,0.965,82,0.25
8449,US,1000,2025-01-17,2025-03-12,Image Labelling,0.954,258,1.21
8450,IN,1188,2024-12-12,2025-04-07,Image Labelling,0.951,36,0.2
8451,IN,1002,2024-12-29,2025-02-04,Business Search,0.986,49,0.19
8452,US,1177,2024-11-28,2025-03-03,Business Search,0.937,140,0.58
8453,IN,1188,2025-02-24,2025-03-14,Image Labelling,0.918,513,1.79
8454,DE,1163,2025-03-31,2025-04-07,Image Labelling,0.926,82,0.43
8455,BR,1131,2024-11-19,2025-02-26,Receipt Transcription,0.976,211,0.71
8456,US,1170,2024-12-06,2025-04-25,Receipt Transcription,0.937,450,1.82
8457,IN,1013,2024-11-28,2025-04-03,Receipt Transcription,0.938,142,0.73
8458,DE,1088,2024-10-27,2025-03-15,Image Labelling,0.94,145,0.5
8459,ZA,1102,2024-11-30,2025-02-25,Image Labelling,0.911,1138,4.07
8460,UK,1124,2024-11-20,2025-03-25,Receipt Transcription,0.954,1032,3.53
8461,ZA,1066,2025-03-14,2025-03-28,Image Labelling,0.925,425,1.65
8462,BR,1006,2024-10-30,2025-03-29,Image Labelling,0.917,727,3.25
8463,UK,1007,2025-01-18,2025-03-20,Business Search,0.972,176,0.67
8464,NG,1043,2024-09-28,2025-03-04,Business Search,1.0,88,0.35
8465,ZA,1191,2024-12-27,2025-04-10,Receipt Transcription,0.866,372,1.58
8466,UK,1134,2025-02-01,2025-02-19,Receipt Transcription,0.933,494,1.46
8467,DE,1047,2025-01-08,2025-03-24,Receipt Transcription,0.954,716,3.97
8468,IT,1061,2024-10-17,2025-03-10,Receipt Transcription,0.961,279,0.96
8469,UK,1024,2025-03-05,2025-04-17,Receipt Transcription,0.974,304,1.2
8470,US,1117,2025-02-17,2025-03-21,Receipt Transcription,0.927,350,1.53
8471,UK,1195,2025-04-11,2025-04-14,Image Labelling,0.949,455,2.03
8472,UK,1191,2024-12-20,2025-04-22,Image Labelling,0.951,1295,4.8
8473,DE,1112,2024-12-02,2025-02-07,Image Labelling,0.974,385,1.89
8474,US,1145,2025-02-14,2025-03-17,Image Labelling,0.948,1094,5.94
8475,BR,1121,2024-12-29,2025-04-16,Receipt Transcription,0.907,716,2.42
8476,IN,1003,2025-03-21,2025-04-15,Image Labelling,0.911,120,0.43
8477,US,1144,2024-10-06,2025-02-13,Image Labelling,0.911,608,2.16
8478,IN,1046,2024-11-27,2025-03-11,Business Search,0.937,133,0.53
8479,IN,1117,2025-01-03,2025-02-16,Image Labelling,1.0,453,2.13
8480,ZA,1044,2024-11-11,2025-04-17,Business Search,0.951,61,0.18
8481,US,1088,2024-10-19,2025-01-27,Business Search,0.968,1352,4.0
8482,UK,1185,2025-01-23,2025-02-15,Image Labelling,0.934,160,0.62
8483,BR,1002,2024-10-26,2025-03-04,Image Labelling,0.963,219,1.15
8484,BR,1139,2024-12-21,2025-02-15,Image Labelling,0.956,107,0.46
8485,IN,1144,2024-12-06,2025-04-24,Image Labelling,0.935,77,0.36
8486,IN,1117,2024-12-07,2025-02-17,Image Labelling,0.908,119,0.56
8487,US,1021,2025-02-15,2025-02-28,Image Labelling,0.928,693,2.52
8488,IT,1038,2024-10-21,2025-02-11,Receipt Transcription,0.942,214,0.97
8489,UK,1038,2025-02-24,2025-04-20,Image Labelling,0.924,721,2.4
8490,US,1106,2024-09-17,2025-03-05,Receipt Transcription,1.0,389,1.95
8491,NG,1099,2024-09-23,2025-02-19,Image Labelling,0.944,39,0.22
8492,US,1015,2024-12-17,2025-02-18,Business Search,0.984,460,1.64
8493,DE,1178,2025-03-16,2025-03-20,Receipt Transcription,0.97,147,0.46
8494,BR,1117,2025-01-18,2025-04-24,Image Labelling,0.961,131,0.48
8495,US,1028,2024-12-29,2025-04-24,Business Search,0.953,517,2.74
8496,ZA,1070,2024-12-24,2025-04-25,Business Search,0.927,592,2.88
8497,ZA,1168,2024-12-30,2025-03-02,Image Labelling,0.989,152,0.62
8498,IT,1184,2025-03-25,2025-04-19,Image Labelling,0.987,622,3.38
8499,US,1155,2024-11-27,2025-03-07,Receipt Transcription,0.925,52,0.16
8500,UK,1076,2024-12-16,2025-03-13,Image Labelling,0.978,146,0.68
8501,DE,1148,2024-09-17,2025-03-14,Image Labelling,0.929,316,1.28
8502,UK,1131,2024-10-21,2025-02-01,Image Labelling,0.952,121,0.6
8503,UK,1125,2025-01-10,2025-02-11,Receipt Transcription,0.923,85,0.28
8504,ZA,1098,2025-02-10,2025-04-16,Image Labelling,0.916,969,5.15
8505,US,1115,2025-01-12,2025-04-17,Image Labelling,0.96,329,1.49
8506,IN,1014,2024-09-17,2025-02-14,Business Search,0.975,134,0.62
8507,US,1180,2024-11-29,2025-02-23,Business Search,0.949,66779,224.57
8508,IT,1089,2024-11-18,2025-04-11,Image Labelling,0.956,40,0.2
8509,BR,1173,2025-01-17,2025-02-14,Business Search,0.909,56,0.26
8510,UK,1134,2025-02-07,2025-04-16,Image Labelling,0.926,817,3.77
8511,US,1145,2025-01-08,2025-04-11,Image Labelling,0.896,124,0.53
8512,IN,1088,2025-04-05,2025-04-09,Receipt Transcription,0.939,68,0.22
8513,IN,1148,2024-12-02,2025-04-17,Receipt Transcription,0.939,225,0.86
8514,IN,1115,2024-11-18,2025-04-16,Receipt Transcription,0.973,565,2.55
8515,UK,1135,2025-02-20,2025-04-19,Receipt Transcription,0.951,113,0.39
8516,UK,1186,2024-10-26,2025-04-16,Business Search,0.978,35,0.17
8517,ZA,1019,2024-11-11,2025-03-22,Receipt Transcription,0.975,78,0.3
8518,BR,1081,2024-09-14,2025-02-10,Image Labelling,0.94,552,2.45
8519,DE,1116,2024-11-25,2025-03-22,Receipt Transcription,1.0,560,2.35
8520,NG,1066,2024-11-25,2025-04-21,Receipt Transcription,0.934,1084,4.02
8521,DE,1182,2024-10-30,2025-04-24,Receipt Transcription,0.897,204,0.85
8522,DE,1061,2024-11-01,2025-04-02,Receipt Transcription,0.967,107,0.39
8523,US,1017,2025-01-04,2025-03-30,Business Search,0.931,711,2.85
8524,DE,1090,2024-12-28,2025-04-21,Image Labelling,0.951,252,1.37
8525,IT,1109,2024-11-10,2025-02-22,Receipt Transcription,0.966,815,3.7
8526,US,1055,2024-11-10,2025-02-09,Business Search,0.931,104,0.44
8527,DE,1084,2024-10-07,2025-02-22,Image Labelling,0.91,206,0.84
8528,IN,1149,2025-02-03,2025-04-22,Image Labelling,0.921,72,0.33
8529,IN,1007,2024-12-22,2025-02-15,Receipt Transcription,0.932,651,2.17
8530,IN,1138,2025-02-09,2025-02-16,Image Labelling,0.958,171,0.86
8531,BR,1106,2025-01-29,2025-02-13,Receipt Transcription,0.943,434,1.78
8532,US,1011,2025-01-31,2025-03-11,Image Labelling,0.92,318,0.94
8533,IT,1175,2025-03-12,2025-04-08,Business Search,1.0,120,0.54
8534,IN,1102,2025-02-25,2025-03-02,Image Labelling,0.959,430,1.64
8535,IT,1062,2024-10-03,2025-02-05,Business Search,0.902,427,1.7
8536,UK,1026,2024-11-18,2025-04-03,Business Search,0.974,37,0.13
8537,US,1034,2025-01-18,2025-03-22,Image Labelling,0.992,253,1.19
8538,BR,1129,2024-09-15,2025-03-11,Receipt Transcription,0.909,368,1.62
8539,DE,1135,2025-01-08,2025-04-23,Receipt Transcription,0.94,301,1.44
8540,BR,1019,2025-02-20,2025-03-10,Image Labelling,0.944,34,0.16
8541,IT,1007,2025-01-27,2025-04-02,Image Labelling,0.965,899,3.58
8542,IN,1190,2024-10-29,2025-02-10,Image Labelling,0.939,118,0.4
8543,NG,1067,2024-09-14,2025-03-05,Receipt Transcription,0.975,314,1.29
8544,IN,1158,2024-10-16,2025-02-15,Receipt Transcription,0.942,135,0.52
8545,DE,1159,2025-02-26,2025-02-27,Receipt Transcription,0.938,279,0.97
8546,IT,1140,2024-11-11,2025-03-11,Image Labelling,0.978,225,1.03
8547,NG,1085,2024-10-17,2025-02-11,Image Labelling,0.927,970,5.29
8548,DE,1025,2024-11-05,2025-04-09,Image Labelling,1.0,711,2.66
8549,DE,1080,2025-02-06,2025-03-01,Image Labelling,0.895,646,2.26
8550,US,1156,2024-11-23,2025-04-17,Image Labelling,0.951,214,0.88
8551,BR,1119,2024-10-22,2025-03-28,Image Labelling,0.955,261,0.95
8552,US,1017,2024-09-20,2025-02-11,Business Search,0.959,116,0.44
8553,IN,1068,2025-01-11,2025-03-25,Image Labelling,0.971,133,0.5
8554,DE,1139,2024-09-27,2025-01-29,Image Labelling,0.961,74,0.21
8555,DE,1129,2024-11-13,2025-04-09,Image Labelling,0.892,142,0.54
8556,IN,1169,2024-11-05,2025-04-24,Receipt Transcription,0.984,316,1.67
8557,US,1134,2025-01-27,2025-03-28,Image Labelling,0.894,159,0.55
8558,IT,1046,2025-03-14,2025-04-20,Image Labelling,0.961,36,0.1
8559,IN,1122,2024-10-09,2025-02-22,Image Labelling,0.957,368,1.27
8560,NG,1053,2025-02-17,2025-03-06,Receipt Transcription,0.916,553,2.75
8561,US,1014,2024-11-25,2025-03-06,Business Search,0.938,128,0.41
8562,BR,1185,2024-09-05,2025-02-06,Image Labelling,0.922,542,2.93
8563,IN,1160,2025-02-27,2025-04-08,Business Search,0.915,784,3.35
8564,BR,1194,2025-01-02,2025-03-12,Image Labelling,0.973,814,3.66
8565,DE,1190,2024-10-15,2025-03-12,Image Labelling,0.907,559,1.99
8566,IT,1175,2024-12-28,2025-03-28,Image Labelling,0.918,159,0.62
8567,BR,1065,2025-01-10,2025-02-11,Image Labelling,0.674,232,1.05
8568,BR,1080,2025-03-25,2025-04-09,Image Labelling,0.962,297,1.61
8569,DE,1192,2024-11-20,2025-02-28,Receipt Transcription,0.917,252,1.14
8570,UK,1035,2025-01-31,2025-02-03,Image Labelling,0.999,327,1.41
8571,DE,1016,2024-12-14,2025-02-13,Image Labelling,0.985,828,2.43
8572,DE,1001,2024-10-31,2025-02-18,Receipt Transcription,0.898,59,0.2
8573,UK,1032,2025-02-12,2025-02-12,Image Labelling,0.969,270,0.76
8574,UK,1092,2024-09-14,2025-02-17,Business Search,0.989,358,1.23
8575,BR,1123,2024-11-05,2025-04-26,Image Labelling,0.89,173,0.96
8576,US,1133,2025-01-02,2025-03-16,Business Search,0.94,69,0.23
8577,IN,1170,2025-03-15,2025-03-22,Business Search,0.96,155,0.47
8578,US,1099,2024-12-22,2025-02-10,Image Labelling,0.943,414,1.45
8579,UK,1087,2024-10-03,2025-01-30,Image Labelling,0.929,322,1.16
8580,US,1010,2025-02-16,2025-02-23,Image Labelling,0.921,336,1.57
8581,UK,1004,2024-11-04,2025-04-06,Receipt Transcription,0.954,134,0.52
8582,IN,1029,2024-10-25,2025-03-18,Receipt Transcription,0.952,307,1.25
8583,BR,1137,2024-11-05,2025-01-27,Image Labelling,0.969,536,2.95
8584,UK,1090,2024-11-20,2025-04-07,Image Labelling,0.957,304,1.62
8585,DE,1090,2025-01-06,2025-02-05,Image Labelling,0.978,158,0.59
8586,DE,1151,2024-09-16,2025-03-07,Image Labelling,1.0,583,2.73
8587,BR,1186,2025-01-27,2025-04-26,Receipt Transcription,1.0,363,1.62
8588,IN,1121,2024-08-13,2025-02-06,Business Search,0.937,79,0.41
8589,IT,1117,2025-01-06,2025-04-10,Image Labelling,0.884,206,1.12
8590,IN,1194,2024-12-02,2025-04-08,Business Search,0.985,250,1.07
8591,NG,1060,2024-10-16,2025-03-08,Image Labelling,0.932,158,0.63
8592,US,1101,2024-12-04,2025-04-25,Image Labelling,0.965,39,0.16
8593,DE,1025,2024-10-14,2025-02-23,Image Labelling,1.0,128,0.49
8594,BR,1108,2025-01-31,2025-02-24,Image Labelling,0.927,64,0.21
8595,IN,1111,2024-11-28,2025-02-09,Image Labelling,0.755,247,1.29
8596,IT,1038,2024-11-24,2025-03-01,Receipt Transcription,0.969,125,0.42
8597,IT,1002,2024-10-18,2025-02-22,Business Search,0.962,116,0.6
8598,UK,1037,2025-01-10,2025-03-22,Image Labelling,1.0,674,3.61
8599,IT,1041,2024-10-22,2025-01-30,Receipt Transcription,0.976,609,2.19
8600,IN,1047,2024-12-09,2025-02-23,Image Labelling,0.946,977,3.38
8601,DE,1012,2024-09-21,2025-01-27,Receipt Transcription,0.983,263,1.11
8602,IN,1088,2025-01-13,2025-01-27,Image Labelling,0.951,200,1.09
8603,BR,1087,2024-12-03,2025-04-10,Image Labelling,0.929,50,0.19
8604,US,1055,2024-11-05,2025-04-04,Image Labelling,0.922,506,2.22
8605,DE,1186,2025-04-01,2025-04-03,Image Labelling,1.0,533,2.76
8606,DE,1062,2024-11-23,2025-02-27,Business Search,0.987,221,0.7
8607,IN,1079,2025-02-13,2025-03-30,Image Labelling,1.0,70,0.19
8608,UK,1042,2024-12-04,2025-02-19,Image Labelling,0.937,663,2.25
8609,IN,1074,2024-10-12,2025-02-23,Image Labelling,1.0,40982,208.87
8610,BR,1056,2024-10-30,2025-03-18,Image Labelling,0.992,43,0.14
8611,DE,1148,2025-01-17,2025-03-30,Receipt Transcription,0.949,54,0.26
8612,BR,1181,2025-02-03,2025-02-19,Business Search,0.927,446,2.31
8613,ZA,1180,2024-12-10,2025-03-29,Receipt Transcription,1.0,109,0.46
8614,US,1172,2025-03-04,2025-04-23,Image Labelling,0.928,214,0.7
8615,UK,1163,2025-02-20,2025-03-12,Image Labelling,0.918,379,1.46
8616,ZA,1062,2025-01-07,2025-03-04,Image Labelling,0.918,68,0.33
8617,ZA,1125,2024-11-04,2025-02-16,Image Labelling,0.943,326,1.0
8618,US,1124,2024-09-18,2025-02-28,Image Labelling,0.909,655,2.86
8619,US,1000,2025-02-05,2025-03-15,Image Labelling,0.966,230,1.02
8620,US,1091,2024-12-05,2025-04-21,Business Search,0.979,35,0.13
8621,ZA,1194,2024-09-17,2025-02-19,Receipt Transcription,0.97,569,3.03
8622,US,1118,2025-01-21,2025-02-16,Image Labelling,0.949,53,0.16
8623,IT,1160,2025-04-22,2025-04-23,Image Labelling,0.955,435,1.25
8624,NG,1031,2024-10-03,2025-03-22,Receipt Transcription,0.978,864,3.44
8625,US,1185,2025-03-17,2025-04-03,Receipt Transcription,0.966,299,0.84
8626,IN,1125,2025-03-13,2025-04-11,Receipt Transcription,0.947,226,0.88
8627,UK,1025,2024-11-22,2025-02-03,Receipt Transcription,0.936,210,1.16
8628,BR,1060,2025-01-17,2025-03-11,Business Search,0.929,305,1.33
8629,UK,1111,2024-08-16,2025-02-08,Receipt Transcription,0.965,110,0.51
8630,IN,1144,2024-10-27,2025-03-24,Receipt Transcription,0.959,735,3.05
8631,IN,1068,2024-12-27,2025-04-22,Receipt Transcription,0.956,493,1.68
8632,UK,1028,2025-01-28,2025-02-01,Image Labelling,0.953,194,0.81
8633,US,1062,2025-01-08,2025-02-20,Business Search,0.987,409,1.3
8634,DE,1133,2025-03-23,2025-04-26,Receipt Transcription,0.935,1006,4.46
8635,UK,1104,2024-12-12,2025-01-27,Business Search,0.97,106,0.5
8636,NG,1186,2024-08-22,2025-02-08,Business Search,0.949,290,1.15
8637,NG,1114,2024-11-22,2025-02-03,Image Labelling,0.964,114,0.36
8638,DE,1020,2024-10-30,2025-04-05,Receipt Transcription,0.947,643,2.85
8639,IN,1172,2025-01-09,2025-04-04,Receipt Transcription,0.973,84,0.42
8640,IN,1172,2024-12-08,2025-04-06,Image Labelling,0.958,98,0.37
8641,NG,1086,2024-10-19,2025-04-06,Receipt Transcription,0.961,374,1.2
8642,DE,1034,2024-12-29,2025-04-12,Image Labelling,0.93,68,0.32
8643,UK,1051,2025-02-01,2025-04-06,Image Labelling,0.951,194,0.97
8644,UK,1045,2024-12-16,2025-03-11,Receipt Transcription,0.907,256,1.09
8645,IT,1193,2025-01-10,2025-04-04,Image Labelling,0.925,408,1.42
8646,DE,1056,2024-10-28,2025-03-21,Image Labelling,1.0,121,0.67
8647,DE,1041,2024-12-30,2025-02-28,Image Labelling,0.915,68,0.19
8648,US,1076,2025-04-05,2025-04-12,Business Search,0.989,392,1.93
8649,IN,1097,2024-12-07,2025-04-07,Image Labelling,0.983,63248,283.83
8650,UK,1015,2024-09-11,2025-02-11,Receipt Transcription,0.976,600,2.79
8651,US,1132,2024-10-31,2025-01-29,Receipt Transcription,0.933,211,0.95
8652,DE,1000,2025-01-30,2025-02-24,Receipt Transcription,0.913,157,0.7
8653,UK,1149,2025-02-06,2025-03-04,Receipt Transcription,0.958,938,3.36
8654,IT,1047,2024-09-04,2025-02-11,Receipt Transcription,0.949,158,0.66
8655,DE,1121,2025-03-31,2025-04-13,Receipt Transcription,0.938,119,0.51
8656,DE,1025,2024-11-01,2025-01-30,Image Labelling,0.966,444,1.29
8657,IT,1033,2025-01-11,2025-03-11,Image Labelling,0.969,792,3.73
8658,UK,1113,2024-12-13,2025-01-31,Business Search,0.937,198,0.65
8659,US,1057,2025-02-14,2025-03-16,Image Labelling,0.974,637,3.47
8660,BR,1134,2025-01-15,2025-03-09,Image Labelling,0.959,388,1.77
8661,DE,1024,2024-11-30,2025-04-07,Image Labelling,0.903,294,1.46
8662,DE,1184,2024-12-13,2025-03-30,Business Search,0.952,179,0.79
8663,US,1139,2025-03-29,2025-04-12,Receipt Transcription,0.944,414,1.79
8664,DE,1158,2024-11-01,2025-03-16,Receipt Transcription,0.98,168,0.5
8665,IT,1026,2025-02-07,2025-04-11,Business Search,0.922,146,0.77
8666,IT,1085,2025-02-21,2025-04-01,Image Labelling,0.929,60,0.32
8667,IN,1161,2024-11-11,2025-04-07,Image Labelling,0.962,603,2.81
8668,US,1117,2024-11-28,2025-03-22,Business Search,0.978,336,1.81
8669,UK,1080,2024-11-22,2025-04-01,Image Labelling,0.969,1033,3.9
8670,NG,1074,2025-01-08,2025-03-04,Business Search,0.998,140,0.56
8671,BR,1092,2024-09-22,2025-02-03,Receipt Transcription,0.978,845,4.37
8672,US,1033,2025-01-15,2025-03-05,Receipt Transcription,0.956,105,0.57
8673,DE,1114,2024-10-12,2025-02-11,Image Labelling,0.959,211,0.73
8674,UK,1164,2025-02-13,2025-03-24,Image Labelling,0.934,213,0.79
8675,US,1185,2024-10-28,2025-02-19,Image Labelling,0.9,45,0.23
8676,UK,1112,2025-01-31,2025-04-23,Receipt Transcription,1.0,77,0.22
8677,US,1111,2025-01-23,2025-02-20,Receipt Transcription,0.978,137,0.48
8678,IN,1059,2024-10-21,2025-02-04,Business Search,0.899,37,0.2
8679,IT,1025,2025-04-14,2025-04-16,Receipt Transcription,0.979,362,1.6
8680,US,1125,2024-11-01,2025-03-05,Image Labelling,0.998,80,0.37
8681,US,1172,2024-09-11,2025-02-28,Image Labelling,0.928,99,0.52
8682,NG,1044,2024-11-06,2025-04-16,Receipt Transcription,0.94,38,0.12
8683,US,1031,2024-10-02,2025-03-26,Receipt Transcription,0.977,462,1.74
8684,IN,1196,2024-12-27,2025-03-15,Image Labelling,0.999,92,0.34
8685,UK,1070,2024-09-29,2025-02-25,Image Labelling,0.954,136,0.45
8686,IT,1022,2025-01-28,2025-02-22,Business Search,1.0,709,2.21
8687,UK,1192,2025-03-17,2025-03-20,Business Search,0.945,640,3.21
8688,US,1166,2025-02-13,2025-03-13,Image Labelling,0.896,284,1.06
8689,UK,1194,2024-12-03,2025-02-20,Receipt Transcription,0.943,109,0.37
8690,US,1172,2025-01-14,2025-02-12,Receipt Transcription,0.976,791,2.78
8691,DE,1194,2025-01-19,2025-04-10,Receipt Transcription,0.983,230,0.96
8692,IN,1062,2025-02-15,2025-03-29,Image Labelling,0.938,343,1.77
8693,UK,1069,2025-03-19,2025-04-26,Image Labelling,0.909,215,0.61
8694,US,1053,2024-09-30,2025-03-14,Image Labelling,0.917,614,3.13
8695,IT,1026,2025-01-23,2025-04-26,Image Labelling,0.974,49,0.17
8696,IN,1092,2024-11-08,2025-03-09,Business Search,0.918,317,1.56
8697,ZA,1078,2025-01-04,2025-03-16,Image Labelling,0.96,112,0.45
8698,IT,1035,2025-01-16,2025-02-14,Image Labelling,0.963,942,4.3
8699,DE,1132,2024-10-04,2025-02-09,Receipt Transcription,0.908,55,0.19
8700,IT,1194,2025-02-01,2025-04-21,Image Labelling,0.982,116,0.51
8701,BR,1178,2024-11-25,2025-04-25,Business Search,0.952,95,0.51
8702,NG,1031,2025-03-03,2025-03-17,Image Labelling,0.9,204,0.82
8703,UK,1148,2024-12-13,2025-02-20,Receipt Transcription,0.945,100,0.33
8704,UK,1016,2025-03-24,2025-04-22,Image Labelling,0.923,61716,204.37
8705,UK,1153,2024-12-05,2025-04-08,Image Labelling,0.983,940,5.0
8706,IT,1021,2024-12-14,2025-02-12,Business Search,0.961,314,1.48
8707,IN,1040,2024-12-10,2025-02-22,Receipt Transcription,0.913,539,1.74
8708,IT,1058,2024-11-26,2025-01-27,Receipt Transcription,0.933,466,2.16
8709,US,1074,2024-10-20,2025-03-20,Receipt Transcription,0.889,160,0.46
8710,IN,1121,2024-12-04,2025-03-15,Receipt Transcription,1.0,1436,4.88
8711,NG,1009,2024-10-06,2025-02-10,Image Labelling,0.921,345,1.74
8712,UK,1086,2024-10-16,2025-02-26,Image Labelling,0.937,351,1.42
8713,IN,1004,2024-12-15,2025-04-21,Business Search,0.925,130,0.38
8714,DE,1054,2024-10-07,2025-03-26,Receipt Transcription,0.978,500,1.41
8715,BR,1025,2024-12-18,2025-04-14,Image Labelling,0.91,753,2.83
8716,NG,1003,2024-12-17,2025-04-12,Receipt Transcription,0.953,454,1.48
8717,IT,1106,2024-11-25,2025-04-19,Receipt Transcription,0.938,51,0.26
8718,IN,1026,2025-01-28,2025-01-30,Image Labelling,0.999,277,1.04
8719,BR,1125,2025-02-09,2025-02-19,Receipt Transcription,0.903,83,0.29
8720,DE,1185,2025-01-20,2025-03-05,Image Labelling,0.995,220,1.21
8721,UK,1002,2025-02-21,2025-03-25,Image Labelling,0.945,400,1.72
8722,IN,1049,2025-02-23,2025-03-22,Receipt Transcription,0.915,87,0.48
8723,UK,1124,2024-11-11,2025-02-18,Image Labelling,0.935,177,0.91
8724,DE,1025,2025-01-09,2025-02-13,Image Labelling,0.971,460,2.49
8725,BR,1145,2024-09-15,2025-03-07,Image Labelling,0.913,286,0.92
8726,IN,1134,2025-01-16,2025-02-18,Receipt Transcription,0.968,751,2.87
8727,DE,1116,2025-03-25,2025-04-23,Image Labelling,0.935,264,1.45
8728,UK,1044,2025-01-10,2025-04-23,Business Search,0.938,269,1.2
8729,DE,1140,2025-01-05,2025-02-06,Business Search,0.876,1584,5.36
8730,UK,1005,2024-12-02,2025-03-31,Image Labelling,0.946,339,1.83
8731,US,1162,2024-09-15,2025-02-16,Image Labelling,0.937,92,0.27
8732,IN,1052,2025-01-13,2025-04-01,Business Search,0.918,41,0.13
8733,UK,1195,2025-02-03,2025-04-06,Image Labelling,0.939,40,0.17
8734,DE,1169,2024-09-29,2025-01-31,Image Labelling,0.918,205,0.69
8735,DE,1003,2024-11-05,2025-03-30,Business Search,0.971,714,3.72
8736,ZA,1059,2025-02-22,2025-04-17,Image Labelling,0.959,101,0.32
8737,DE,1172,2024-09-22,2025-02-15,Business Search,0.915,100,0.52
8738,US,1071,2024-09-21,2025-02-06,Image Labelling,0.927,128,0.57
8739,US,1074,2024-12-23,2025-03-19,Image Labelling,0.915,622,2.36
8740,IT,1065,2024-12-22,2025-03-14,Image Labelling,0.902,259,0.9
